N,P,b,f,name,seed,time,R_wmu,R_muc,R_cw,agenda_cw,biased_cw,unbiased_cw,sign_cw,accessible_norm_fraction,agenda_C,mean_V,min_V,min_C_eigenvalue,psd_clips,z_floor_hits,v_floor_hits,realized_f
40,100,0.5,1.0,a_reference,202609121,0,0.0005044382235674858,0.007697568844473169,0.006346160380754533,0.006346160380754539,0.006346160380754539,nan,-0.0005384615384615379,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0
40,100,0.5,1.0,a_reference,202609121,125,0.9593391298351542,0.9748762448997322,0.9840568378620458,0.9840568378620459,0.9840568378620459,nan,0.9990000000000001,1.0000000000000004,0.05056528766053571,0.07597906450872674,0.040337975165146325,0.012048195333447653,0,0,0,1.0
40,100,0.5,1.0,a_reference,202609121,500,0.982524244948215,0.9909186996161519,0.9915274384602695,0.9915274384602695,0.9915274384602695,nan,1.0,1.0000000000000004,0.02088406155297695,0.03472294286187669,0.016493772951690338,0.0038744128874135496,0,0,0,1.0
40,100,0.5,1.0,a_reference,202609121,1000,0.9869656416282906,0.9942520968433122,0.9926707799276516,0.9926707799276516,0.9926707799276516,nan,1.0,1.0000000000000004,0.014058926822441843,0.023927848986517793,0.010774045161317252,0.00229620250108188,0,0,0,1.0
40,100,0.5,1.0,a_reference,202609121,2500,0.9903575093571039,0.9967665879518178,0.9935698272831001,0.9935698272831,0.9935698272831,nan,1.0,1.0000000000000004,0.008613454042714967,0.014742871508567883,0.006582478567489776,0.0011621763729977648,0,0,0,1.0
40,100,0.5,1.0,a_reference,202609121,5000,0.9919634474648231,0.9978755685491221,0.9940751171090002,0.9940751171090003,0.9940751171090003,nan,1.0,1.0000000000000004,0.006063826139495482,0.010253454162930699,0.004569202160125316,0.000708495759247695,0,0,0,1.0
40,100,0.5,1.0,a_reference,202609121,10000,0.9931044263807994,0.998591145432579,0.9945054393840257,0.9945054393840258,0.9945054393840258,nan,1.0,1.0000000000000007,0.004323433717685201,0.007142101712992298,0.0031314266352807925,0.0004412016302873782,0,0,0,1.0
40,100,1.0,0.5,b_reference,202609110,0,-0.0014877288959757456,0.007612087463459997,0.004544046388728023,0.004544046388728026,0.03023844325803077,-0.002715776152598025,0.001974358974358974,1.0000000000000004,1.0,1.0,1.0,1.0,0,0,0,0.4
40,100,1.0,0.5,b_reference,202609110,125,0.7345386766936441,0.48708248440683877,0.33445007305949004,0.3344500730594899,0.9681742519062618,0.07220154219983195,0.32825641025641034,0.9999999999999997,0.045455551959788947,0.0646676837463428,0.026833986475402173,0.009042679057887169,0,0,0,0.4
40,100,1.0,0.5,b_reference,202609110,500,0.8078543147867953,0.5010084282413414,0.3400138568304149,0.34001385683041496,0.9927848379895716,0.07243430013593354,0.34012820512820524,0.9999999999999994,0.012492733827789631,0.026370628875322245,0.008629907037261826,0.0022555321133567135,0,0,0,0.4
40,100,1.0,0.5,b_reference,202609110,1000,0.8171512495433485,0.5035217896789136,0.34052796474002545,0.34052796474002534,0.9967595817947982,0.07247223306464244,0.33887179487179503,0.9999999999999997,0.0074763316696718094,0.017884382045268418,0.005466129378371319,0.0011324718535756465,0,0,0,0.4
40,100,1.0,0.5,b_reference,202609110,2500,0.8229600836883693,0.50537122462624,0.34056666040423805,0.34056666040423816,0.998973521965371,0.07251524960660359,0.3370256410256412,0.9999999999999997,0.004046754114779228,0.010912365460227856,0.003069271618162413,0.00045382983620202315,0,0,0,0.4
40,100,1.0,0.5,b_reference,202609110,5000,0.8249305631379806,0.5061775115425622,0.3402995363340384,0.3402995363340384,0.99938949038622,0.07251673220352851,0.3370256410256412,0.9999999999999997,0.002644227196109573,0.007554239046789284,0.0020928257803894752,0.00022825227275788027,0,0,0,0.4
40,100,1.0,0.5,b_reference,202609110,10000,0.8259419861586318,0.5066920878515739,0.34002563117408285,0.3400256311740829,0.9996706700486174,0.07251745171136817,0.3370256410256412,0.9999999999999994,0.0017856966702986489,0.005242517074990272,0.001409487853424894,0.00011436368176616,0,0,0,0.4
40,100,1.0,0.5,b_reference,202609111,0,-0.0011263693607101854,-0.008967010737212129,-0.003002529815127585,-0.0030025298151275756,-0.02836817056606102,-0.0030960777159649805,-0.0038974358974358976,1.0000000000000004,1.0,1.0,1.0,1.0,0,0,0,0.325
40,100,1.0,0.5,b_reference,202609111,125,0.5352650703395715,0.42605369897936785,0.3137925711975815,0.3137925711975815,0.9496230231721889,0.11686800635300264,0.2979230769230769,1.0,0.06367718731260684,0.0660744576134134,0.028150396406821467,0.009522649044881952,0,0,0,0.325
40,100,1.0,0.5,b_reference,202609111,500,0.8275206735874563,0.5055990243336517,0.40311370835885835,0.4031137083588583,0.992084138885803,0.20018554242155043,0.40312820512820513,0.9999999999999997,0.012497679773014355,0.021771452378286687,0.005464454668176368,0.002451858454448833,0,0,0,0.325
40,100,1.0,0.5,b_reference,202609111,1000,0.850588425265588,0.5140864860840467,0.4038421160121565,0.4038421160121565,0.9967779891687079,0.2009727742338443,0.4070512820512821,0.9999999999999997,0.007161894332410112,0.014426799217776827,0.0031681104524435106,0.001255000513140267,0,0,0,0.325
40,100,1.0,0.5,b_reference,202609111,2500,0.8626966327495339,0.5190808078994172,0.40329423258413705,0.40329423258413705,0.9986508052415812,0.20130747547912137,0.40769230769230774,0.9999999999999997,0.0038040918982146206,0.008679005093699543,0.0017011353532608465,0.0005140896324969974,0,0,0,0.325
40,100,1.0,0.5,b_reference,202609111,5000,0.8667416857307374,0.5210165203693944,0.4026852420519878,0.40268524205198775,0.9993207857919879,0.20141973488840817,0.40769230769230774,0.9999999999999997,0.0024819856202150216,0.005975947890426816,0.0011045815653304648,0.0002595931013388645,0,0,0,0.325
40,100,1.0,0.5,b_reference,202609111,10000,0.8686838138429883,0.5222021093490876,0.40199958612556436,0.40199958612556436,0.9997042317198288,0.20146544133934358,0.40769230769230774,0.9999999999999997,0.001679763392784636,0.00413627652314848,0.0007343801812344476,0.00013094922260094646,0,0,0,0.325
40,100,1.0,0.5,b_reference,202609112,0,-0.0003734606661455327,0.010991584517368704,0.0021347933022071997,0.0021347933022072088,0.0053421113099523,0.008071588725816968,0.008871794871794873,0.9999999999999997,1.0,1.0,1.0,1.0,0,0,0,0.45
40,100,1.0,0.5,b_reference,202609112,125,0.8186384731738062,0.6812924509707838,0.6164056026100837,0.6164056026100838,0.9758804042526222,0.3705081984654154,0.613153846153846,1.0000000000000007,0.04791896233578453,0.06387754520028663,0.02351657032171667,0.009896123247119104,0,0,0,0.45
40,100,1.0,0.5,b_reference,202609112,500,0.8819178441144347,0.7107281806045823,0.6260327232594943,0.6260327232594947,0.9959507749306078,0.3749126460672863,0.6307692307692306,1.0000000000000007,0.014506402312675186,0.02687869229530662,0.00879010496496261,0.002732704772572034,0,0,0,0.45
40,100,1.0,0.5,b_reference,202609112,1000,0.8898966820770486,0.7154655161642435,0.6262555336780153,0.6262555336780155,0.9981725786904311,0.37528074405974116,0.6307692307692306,1.0000000000000007,0.008846541035578663,0.018392358966447683,0.0057529689941878,0.0014165895508603768,0,0,0,0.45
40,100,1.0,0.5,b_reference,202609112,2500,0.8948326208559241,0.7188717088253052,0.6258969140329596,0.6258969140329597,0.9992920634790048,0.3755192733352934,0.6307692307692306,1.0000000000000007,0.0048840482913382255,0.011322612242771021,0.003278089358325302,0.0005930448503438772,0,0,0,0.45
